TweetID,HandLabel,AnnotatorID
431351259879469056,Positive,33
431351436908060673,Neutral,33
431351436908060673,Positive,33
431351684112318464,Neutral,23
431351737933631488,Neutral,23
431351795030687744,Neutral,23
431352016598605824,Negative,23
431352152301527041,Neutral,23
431352300146139136,Negative,33
431352546272108544,Neutral,33
431352743870357504,Neutral,33
431352953400606720,Negative,33
431353166462861312,Neutral,23
431353360445612032,Negative,23
431353440716197889,Neutral,23
431353684359139328,Neutral,23
431353956741025792,Neutral,23
431354129235996673,Negative,33
431354129235996673,Negative,33
431354324565127168,Negative,33
431354401211826176,Negative,33
431354551266840577,Negative,23
431355154512629760,Positive,23
431355357022392320,Positive,23
431355492410355712,Positive,23
431355634181996544,Positive,23
431355832471945216,Neutral,23
431356027351490561,Negative,33
431356229852463104,Negative,33
431356353928785920,Neutral,33
431356385494704128,Neutral,23
431356706455826432,Negative,23
431356966447751168,Positive,23
431357042188910592,Positive,23
431357140142260224,Neutral,23
431357224498106368,Neutral,23
431357505315172352,Negative,33
431357662891364352,Negative,33
431357662891364352,Negative,33
431357937534390272,Neutral,23
431358511994646528,Neutral,23
431358670551531520,Negative,23
431358754689282048,Neutral,23
431359174338150400,Negative,33
431359282559582208,Negative,33
431359582800076801,Negative,33
431359708235317248,Neutral,23
431359970680909824,Negative,23
431360102411411456,Negative,23
431360320947236865,Negative,23
431360522475548672,Neutral,23
431360568495464448,Neutral,23
431360695100129280,Negative,33
431361012051509248,Neutral,33
431361012051509248,Positive,33
431361488679223296,Positive,33
431361559903088640,Neutral,23
431361740937637888,Neutral,23
431361828003020800,Neutral,23
431362011583086592,Negative,23
431362139526156288,Neutral,23
431362421471842304,Neutral,23
431362562928959488,Neutral,23
431362663197974528,Negative,33
431362975270977536,Negative,33
431362975270977536,Positive,33
431363030060761089,Negative,33
431363305450786817,Neutral,23
431363517887696896,Positive,33
431363517887696896,Neutral,23
431363736889462784,Negative,23
431363819722792961,Negative,23
431363869835935745,Neutral,23
431364127484026880,Negative,23
431364462814461952,Neutral,23
431364764263280640,Positive,33
431364764263280640,Positive,33
431364919871557632,Neutral,33
431364919871557632,Neutral,33
431365325750566912,Neutral,23
431365585205989376,Negative,23
431365698984886272,Neutral,23
431365782891540481,Neutral,33
431365782891540481,Neutral,23
431365867775877122,Neutral,23
431366087666855936,Neutral,23
431366198329360384,Neutral,23
431366646369124352,Neutral,33
431366705785225216,Neutral,33
431366705785225216,Positive,33
431366844017283072,Neutral,33
431367144970809345,Neutral,23
431367229608038401,Positive,23
431367587319279617,Negative,23
431367703123992576,Neutral,23
431367877665361920,Neutral,23
431367960243240960,Neutral,23
431367975137202176,Negative,33
431368352712650753,Positive,33
431368352712650753,Positive,33
431368762802327554,Positive,33
431368762802327554,Positive,23
431369271630114816,Neutral,23
431369271630114816,Positive,33
431369465956429824,Neutral,23
431369636865912832,Neutral,23
431370052529827840,Negative,33
431370052529827840,Neutral,23
431370350752825345,Negative,33
431370350752825345,Neutral,33
431370461168295936,Neutral,33
431370667481526272,Positive,33
431370779347779584,Negative,33
431370779347779584,Negative,23
431370851485614080,Positive,33
431370978481160192,Neutral,23
431371311827656704,Positive,33
431371311827656704,Neutral,23
431371328747102208,Positive,33
431371372544401408,Negative,23
431371474075926528,Positive,23
431371515448549376,Positive,33
431371515448549376,Positive,33
431371584939380737,Negative,33
431371706733965312,Negative,33
431371706733965312,Negative,33
431371808781398016,Neutral,23
431371940272816128,Positive,33
431372081087774721,Negative,23
431372142627020800,Neutral,23
431372293814501376,Negative,33
431372293814501376,Negative,23
431372403239686144,Neutral,23
431372435607531522,Positive,33
431372435607531522,Neutral,23
431372662401536000,Negative,33
431373026924703744,Neutral,33
431373026924703744,Neutral,33
431373173175484417,Neutral,33
431373387488063488,Neutral,23
431373554609713152,Negative,23
431373633962139648,Negative,23
431373748017848320,Negative,23
431374227137392640,Positive,23
431374577642373120,Negative,23
431374779254206464,Neutral,33
431374887836319744,Negative,33
431375083563528193,Neutral,33
431375083563528193,Neutral,33
431375278326034434,Negative,23
431375278326034434,Negative,33
431375941692968960,Neutral,23
431376047268188160,Neutral,23
431376273496342528,Neutral,33
431376725902381056,Neutral,23
431376829362864128,Positive,33
431377039300366336,Negative,33
431377241181024256,Neutral,33
431377241181024256,Neutral,33
431377328565141504,Neutral,23
431377802924154880,Neutral,23
431377925472919553,Positive,23
431378053999374336,Neutral,23
431378134839988224,Neutral,23
431378185436266496,Negative,33
431378411882577920,Neutral,33
431378504286875648,Negative,33
431378504286875648,Neutral,33
431378641453608960,Neutral,23
431378894877650944,Neutral,23
431378959214080000,Neutral,23
431379268770467840,Negative,23
431379915871502337,Negative,33
431380003083673600,Positive,33
431380090313007104,Neutral,33
431380457372934144,Neutral,23
431380769659834368,Neutral,23
431380769659834368,Negative,33
431381012686581760,Negative,23
431381074091196416,Neutral,23
431381132081238016,Neutral,23
431381257369305088,Negative,33
431381257369305088,Negative,33
431381621343010817,Negative,33
431381949765390336,Neutral,33
431382172155387904,Neutral,23
431382352917716992,Negative,23
431382352917716992,Negative,33
431382466473893888,Neutral,23
431382539479957504,Neutral,23
431382632098959360,Neutral,33
431382632098959360,Neutral,23
431382791364677632,Neutral,23
431382991353696256,Negative,33
431382991353696256,Negative,23
431383134496894976,Positive,33
431383415552618496,Negative,33
431383615578963968,Positive,33
431383872685604864,Neutral,23
431384003082338304,Neutral,23
431384338093989888,Neutral,23
431384516725190656,Negative,23
431384590951784450,Negative,23
431384782195662849,Neutral,23
431384782195662849,Positive,33
431384943474663424,Negative,33
431385117596991488,Neutral,33
431385252687142913,Negative,33
431385340486512640,Negative,23
431385564990812160,Neutral,23
431385623459426304,Neutral,23
431385623459426304,Negative,33
431386164092628992,Neutral,23
431386164092628992,Neutral,33
431386429554704384,Neutral,23
431386533090713601,Neutral,23
431386650812641280,Neutral,33
431386891955752960,Neutral,33
431387038009397248,Negative,33
431387133304385536,Positive,23
431387217844383745,Positive,23
431387863356157952,Neutral,23
431387863356157952,Negative,33
431388090750353409,Negative,33
431388090750353409,Negative,23
431388259101339648,Neutral,23
431388472109051904,Neutral,33
431388575318704128,Positive,33
431388760782409728,Negative,33
431388760782409728,Negative,33
431388865539358720,Neutral,23
431388865539358720,Positive,33
431389093105528833,Neutral,23
431389330264064000,Positive,23
431389330264064000,Positive,33
431389448312729600,Neutral,23
431389610070245376,Neutral,33
431389610070245376,Neutral,23
431389687438393344,Negative,23
431389802198753280,Neutral,23
431390086249603072,Neutral,33
431390433399148544,Neutral,33
431390433399148544,Neutral,33
431390758038294528,Negative,33
431390758038294528,Negative,33
431391687882342400,Negative,23
431392067197997056,Neutral,23
431392067197997056,Positive,33
431392393120993280,Positive,23
431392488415170561,Positive,33
431392749737111552,Negative,23
431393093238001664,Neutral,33
431393362684686336,Negative,33
431393362684686336,Negative,33
431393650023485441,Negative,33
431393730940006401,Neutral,23
431394117197631488,Negative,23
431394214664867840,Positive,33
431394214664867840,Positive,23
431394250249764864,Positive,23
431394450519388160,Negative,23
431394531968561152,Neutral,23
431394775430750208,Neutral,33
431394775430750208,Neutral,23
431394895731752960,Neutral,33
431395196639911936,Negative,33
431395325128224768,Neutral,33
431395814485680129,Neutral,23
431396111106859009,Neutral,23
431396330767126529,Neutral,33
431396448715173888,Neutral,23
431396687072874496,Neutral,33
431396780081573889,Negative,33
431397266696314880,Neutral,33
431397419264516096,Neutral,23
431397583009767424,Neutral,33
431397757249523712,Neutral,23
431398034992545792,Neutral,33
431398034992545792,Negative,23
431398187979767808,Neutral,23
431398393177333760,Positive,33
431398393177333760,Positive,23
431398480872214528,Neutral,33
431398647436034049,Positive,33
431398837719408641,Positive,33
431398922133962752,Negative,23
431398922133962752,Negative,33
431399144259735552,Neutral,23
431399144259735552,Negative,33
431399244965376000,Positive,33
431399244965376000,Neutral,23
431399838035738624,Neutral,23
431399980801462272,Neutral,23
431399980801462272,Neutral,33
431400223135776768,Neutral,33
431400414588579840,Negative,33
431400518247002112,Negative,33
431400677781168129,Negative,23
431400859058982912,Positive,33
431400859058982912,Neutral,23
431401178090717185,Positive,23
431401291445964801,Neutral,23
431401397171806208,Positive,23
431401397171806208,Positive,33
431401464804569088,Negative,23
431401464804569088,Negative,33
431401616051552256,Neutral,23
431401862990802945,Neutral,33
431401967404216320,Negative,33
431402143007121408,Positive,33
431402305246994432,Positive,23
431402305246994432,Positive,33
431402478434000896,Neutral,33
431402648152317952,Neutral,23
431402821976850432,Neutral,23
431403131751399424,Neutral,23
431403399217553408,Neutral,23
431403524191436800,Negative,33
431403524191436800,Negative,33
431403684434436097,Neutral,33
431403966917013504,Positive,33
431404116959846400,Negative,23
431404567897464832,Neutral,33
431404567897464832,Neutral,23
431404813793103872,Positive,23
431404984153161728,Neutral,23
431405060707590145,Positive,23
431405705879248896,Neutral,23
431405705879248896,Negative,33
431405840722300929,Negative,33
431406195803312129,Negative,33
431406670594310144,Positive,33
431407019614953472,Negative,23
431407262939103233,Neutral,23
431407421995511808,Neutral,23
431407816201756672,Positive,23
431408181559164929,Neutral,23
431408249418825728,Positive,33
431408249418825728,Positive,23
431408287255248896,Neutral,23
431408408101531649,Positive,33
431409246241300480,Neutral,33
431409355096068096,Negative,33
431409355096068096,Negative,23
431409504019025920,Neutral,23
431409504019025920,Positive,33
431409643064012802,Neutral,23
431409754926485504,Neutral,23
431409870630576128,Neutral,23
431410194376327168,Positive,23
431410396311064576,Negative,23
431410514162237440,Negative,33
431410747071934464,Neutral,33
431410826696998913,Neutral,33
431411171447799808,Neutral,23
431411337663893504,Neutral,33
431411337663893504,Negative,23
431411640194859009,Neutral,33
431412134317400065,Negative,33
431412134317400065,Neutral,23
431412423409815552,Positive,33
431412600577208320,Positive,33
431412679853342720,Negative,33
431412922452312064,Negative,23
431412999770103808,Neutral,23
431413050659577857,Positive,23
431413050659577857,Positive,33
431413707198173185,Negative,23
431413707198173185,Neutral,33
431413749325369344,Positive,33
431413749325369344,Positive,33
431413918469066752,Neutral,33
431414040041385984,Negative,23
431414674018807809,Positive,23
431414800548384769,Neutral,23
431414905070026752,Neutral,23
431415069134839810,Positive,23
431415207874002944,Neutral,23
431415332150861825,Neutral,33
431415461738450945,Negative,33
431415461738450945,Neutral,33
431415738985746432,Positive,33
431415906657636352,Neutral,23
431416180122062848,Negative,33
431416180122062848,Negative,23
431416497500872705,Neutral,23
431416866788360192,Neutral,33
431416995436036096,Neutral,23
431417200533336064,Neutral,23
431417277733683200,Neutral,33
431417518440599553,Negative,33
431417839183220736,Positive,33
431417985358921728,Positive,23
431417985358921728,Negative,33
431418223058501632,Positive,33
431418472925380608,Neutral,23
431418900811898880,Positive,23
431419129296584704,Neutral,23
431419232207659008,Neutral,23
431419497757835264,Neutral,33
431419579857108992,Positive,33
431419849815097344,Positive,33
431419944983879680,Positive,33
431419944983879680,Positive,23
431420097341976577,Neutral,23
431420279534137344,Neutral,23
431420435222102016,Neutral,23
431420594450882561,Positive,23
431420764957331456,Neutral,23
431421005467504640,Neutral,23
431421128074997760,Positive,33
431421241036386305,Negative,33
431421482837622785,Neutral,33
431421775839498240,Positive,23
431421860363132928,Negative,23
431422171424886785,Positive,23
431422936189132801,Positive,23
431423011070418945,Neutral,23
431423092703768577,Negative,33
431423290616610817,Neutral,33
431423448494399488,Positive,33
431423644775243776,Negative,23
431424350848557056,Neutral,23
431424350848557056,Neutral,33
431424576430813184,Neutral,23
431424807922446336,Negative,23
431425681637920768,Negative,33
431425681637920768,Negative,23
431426098581499904,Positive,33
431426509052866560,Positive,33
431426713256726528,Neutral,33
431427216400871424,Positive,23
431428089823113216,Positive,23
431428089823113216,Positive,33
431428357553532930,Neutral,23
431429238529732608,Negative,23
431429258792423424,Neutral,23
431429551089266688,Negative,33
431429551089266688,Negative,33
431429824553713664,Positive,33
431429932280188929,Negative,33
431430036499857408,Neutral,23
431430144130318336,Negative,23
431430720616034305,Negative,7
431432102790582272,Negative,33
431432102790582272,Neutral,23
431432404302327808,Positive,23
431432404302327808,Neutral,33
431432778744602624,Neutral,23
431433023910084608,Negative,33
431433282505699328,Negative,33
431433379775778816,Positive,33
431433451620040704,Positive,23
431433707258265600,Neutral,23
431434132921384960,Neutral,7
431434173623332864,Neutral,23
431434586267332608,Neutral,23
431434710858747904,Neutral,23
431435154473512961,Positive,33
431435324926218240,Neutral,33
431435324926218240,Neutral,33
431435790326185985,Neutral,33
431436077077778432,Negative,23
431436077077778432,Negative,33
431436502384381954,Positive,7
431436946737741824,Neutral,23
431437305023184896,Positive,23
431437407989563392,Neutral,23
431437924723613696,Neutral,23
431438169968762880,Neutral,33
431438169968762880,Neutral,33
431438453763739648,Negative,33
431438679035215872,Negative,33
431438679035215872,Negative,33
431438946464051200,Neutral,23
431439025694445571,Neutral,23
431439025694445571,Neutral,33
431439578868641792,Positive,23
431439784406687744,Negative,23
431440395743293440,Positive,23
431440395743293440,Positive,33
431440900766457857,Negative,33
431441064042700800,Neutral,33
431441622556225536,Positive,33
431442399592992769,Negative,7
431442527770923008,Neutral,23
431442912099172352,Positive,23
431443243801522176,Positive,23
431443553316003840,Neutral,23
431443949530910720,Negative,33
431444138618531841,Negative,33
431444736004866048,Neutral,23
431444897963704320,Negative,7
431445492246282240,Neutral,23
431445811713814528,Neutral,23
431445919536410624,Neutral,23
431446018933424128,Neutral,23
431446118233550849,Negative,33
431446118233550849,Negative,33
431446413541900288,Negative,33
431446847010635777,Positive,33
431446947929403394,Neutral,23
431447208118845440,Neutral,23
431447596054634496,Negative,7
431447935243780096,Positive,33
431447935243780096,Positive,23
431448303986040832,Negative,23
431448521913663488,Neutral,33
431448521913663488,Neutral,23
431448595813117953,Neutral,23
431449042993045504,Positive,33
431449042993045504,Negative,33
431449465166520320,Positive,33
431449465166520320,Positive,33
431449704279572480,Neutral,23
431450196233695232,Negative,23
431450352194699264,Positive,23
431450756424957952,Neutral,23
431451124915109889,Neutral,23
431451377705816064,Negative,33
431451727842541568,Positive,33
431451823829155840,Positive,33
431452224540385280,Neutral,23
431452781132541953,Negative,23
431452929686781952,Negative,7
431453187816448000,Negative,33
431453187816448000,Neutral,23
431453212806496257,Neutral,23
431453212806496257,Neutral,33
431453684292407297,Positive,23
431454092435943424,Negative,33
431454092435943424,Negative,23
431454273096785920,Positive,33
431454273096785920,Neutral,33
431454342978088960,Neutral,33
431454689520287744,Negative,33
431454689520287744,Positive,33
431454890087309312,Neutral,23
431455420318621696,Neutral,23
431455420318621696,Neutral,33
431456043038965760,Positive,7
431456097854296064,Neutral,23
431456506647969792,Neutral,23
431457324872790016,Neutral,23
431457770161078272,Neutral,23
431457978374701056,Positive,33
431458349864189952,Positive,33
431458743037870080,Positive,33
431459004242751488,Neutral,23
431459103106678784,Neutral,23
431459309617438721,Negative,7
431459476865318912,Neutral,33
431459476865318912,Neutral,23
431460062704697344,Neutral,23
431460398802284544,Neutral,23
431461003063463936,Neutral,23
431461212740919296,Negative,33
431461212740919296,Negative,33
431461308014141440,Neutral,33
431461308014141440,Neutral,33
431461473450463232,Negative,33
431461636344676353,Positive,23
431461882168610816,Neutral,23
431462618646466561,Neutral,23
431462910653919232,Neutral,23
431463354579030018,Neutral,23
431463354579030018,Positive,33
431463532321062912,Neutral,23
431463770280689664,Positive,33
431464205615915008,Positive,33
431464564702851072,Neutral,33
431464884484988928,Neutral,23
431464884484988928,Negative,33
431465017595412480,Negative,33
431465017595412480,Negative,7
431465210030088192,Neutral,23
431465287867985920,Negative,23
431466055727579136,Neutral,33
431466055727579136,Negative,23
431466411840389120,Negative,33
431466936804061184,Neutral,33
431467372885860352,Neutral,33
431467536941867008,Negative,23
431467536941867008,Negative,33
431468487002050560,Negative,7
431468751146733568,Negative,23
431469476794875904,Positive,23
431469971646849024,Positive,23
431469971646849024,Neutral,33
431470125230096384,Negative,23
431470511793922048,Negative,33
431470689887858690,Negative,33
431470689887858690,Positive,33
431470771207426048,Negative,33
431471167472291840,Neutral,7
431471548927868928,Negative,33
431471548927868928,Neutral,23
431471881108336640,Positive,23
431472513747804160,Neutral,23
431473024928600064,Negative,33
431473278453317632,Neutral,33
431473621999968256,Neutral,33
431473621999968256,Positive,33
431473783082582016,Negative,23
431473966742773761,Neutral,23
431474102214598657,Negative,7
431474102214598657,Neutral,33
431474256245829632,Neutral,23
431474668550115328,Neutral,23
431474934033162240,Neutral,33
431475177403465728,Negative,33
431475177403465728,Neutral,23
431475328511660032,Negative,33
431475328511660032,Negative,33
431475538843422720,Neutral,33
431475846000693248,Neutral,33
431476212519931905,Neutral,23
431476439570190336,Neutral,23
431476439570190336,Positive,33
431477032112107520,Positive,7
431477440276627456,Neutral,23
431479455316733952,Negative,23
431479622358679552,Negative,33
431480232634515456,Positive,33
431480232634515456,Negative,33
431480312435318784,Neutral,33
431481066113990656,Neutral,23
431481166118789120,Negative,7
431481881012736000,Neutral,23
431482184957186048,Neutral,23
431482377798692864,Neutral,23
431482757147934720,Neutral,33
431483031128666112,Positive,33
431483628053610496,Negative,33
431483628053610496,Negative,33
431483700157874176,Positive,7
431483796048064512,Neutral,23
431484329550557184,Negative,7
431485454332878849,Neutral,23
431485736588554240,Neutral,23
431486214802538496,Neutral,33
431486419065122816,Positive,33
431486630503792640,Neutral,33
431486822888517632,Positive,7
431486822888517632,Positive,33
431486901778804736,Neutral,23
431487300225077248,Negative,7
431487300225077248,Positive,33
431487471289769984,Negative,23
431487941396144128,Neutral,23
431488421857488896,Neutral,33
431489325709000704,Neutral,33
431489892561199104,Positive,23
431490243469246464,Positive,7
431490403691290624,Neutral,23
431490896077795328,Positive,23
431491062922620928,Negative,33
431491320054444032,Neutral,33
431491403781136384,Neutral,33
431491732698857472,Neutral,7
431491919022403584,Neutral,23
431492181753200641,Positive,7
431492212611092480,Positive,23
431492303396818944,Neutral,23
431492516329029632,Neutral,23
431492591012827137,Neutral,23
431492754405740544,Positive,33
431492754405740544,Positive,33
431492937693024256,Positive,33
431492937693024256,Neutral,33
431492970299150337,Positive,33
431493271379247104,Positive,33
431493271379247104,Positive,7
431493592025407488,Neutral,23
431493649633783808,Neutral,7
431493649633783808,Negative,33
431494150035611648,Neutral,23
431494452025507840,Neutral,23
431494510217289728,Negative,23
431494623798644736,Positive,33
431494623798644736,Neutral,23
431494827310841856,Positive,33
431495026146050048,Positive,33
431495324780462081,Negative,33
431495512764997632,Neutral,7
431496056627810304,Negative,7
431496056627810304,Negative,33
431496185107337216,Neutral,23
431496746204930048,Negative,23
431496830355275776,Negative,23
431497362964377600,Neutral,33
431497554552188928,Negative,33
431497569144152064,Neutral,33
431497725893300225,Positive,33
431497725893300225,Neutral,7
431498077015265281,Positive,7
431498237321969664,Neutral,23
431498431232606208,Negative,23
431498459347038208,Neutral,23
431499011078782976,Neutral,33
431499321205592064,Positive,33
431499591419060224,Neutral,33
431500241762664448,Neutral,7
431500476941471745,Neutral,23
431500806228287488,Neutral,7
431501412171018240,Neutral,23
431502043514023937,Negative,23
431502433731477505,Neutral,23
431502630846607360,Negative,33
431502630846607360,Neutral,23
431502886217203712,Negative,33
431503617447952384,Positive,33
431504357457395713,Neutral,23
431504795258454016,Neutral,23
431504795258454016,Neutral,33
431504924447612930,Neutral,23
431505746761895936,Positive,33
431506082784354305,Negative,33
431506390645891072,Neutral,33
431506469809561600,Negative,7
431506632632434688,Positive,23
431506814740754432,Negative,7
431506980839378944,Negative,33
431506980839378944,Negative,23
431507161752276992,Neutral,23
431507311308595200,Neutral,23
431507610702204928,Neutral,23
431507610702204928,Positive,33
431507720655474688,Negative,33
431507923295285248,Neutral,33
431508045878030336,Negative,33
431508419074195456,Neutral,33
431508714835546112,Negative,23
431509463153905664,Neutral,33
431509463153905664,Neutral,7
431509596445093888,Neutral,23
431509777345048576,Neutral,23
431509882592698368,Neutral,23
431510014361341952,Positive,23
431510160906141697,Positive,33
431510221899300864,Negative,33
431510455698223104,Neutral,7
431510939964166144,Negative,7
431511026043846658,Neutral,23
431511266234859520,Negative,23
431511543545864192,Neutral,23
431511820302831616,Neutral,23
431512248532893696,Positive,33
431512248532893696,Positive,33
431512493513801728,Positive,33
431512630734647296,Positive,33
431513142359642112,Neutral,23
431513399915454464,Positive,7
431513581730164736,Positive,23
431513799271936000,Neutral,23
431514033532186624,Positive,23
431514284560891904,Positive,23
431514729865961472,Negative,33
431514729865961472,Negative,33
431514795456471040,Positive,33
431515023530524672,Neutral,33
431515145471139840,Negative,7
431515169534271488,Positive,23
431515427282235392,Positive,7
431515716865359872,Neutral,33
431515716865359872,Neutral,23
431516040989007873,Neutral,23
431516337698267136,Negative,23
431516400872878080,Neutral,23
431517149849722880,Positive,33
431517451021725697,Neutral,33
431517510576242688,Negative,33
431518200292204544,Neutral,23
431518278712705024,Negative,7
431518727163871232,Neutral,23
431518830762807296,Neutral,23
431519283559284736,Neutral,33
431519819968827392,Negative,33
431519819968827392,Neutral,23
431520271590506496,Positive,33
431520569385697280,Negative,33
431520569385697280,Negative,33
431521024426135552,Positive,33
431521293062926336,Negative,7
431521420850364416,Negative,23
431521469508489217,Neutral,7
431521579848044544,Neutral,23
431521945335898113,Negative,23
431521945335898113,Negative,33
431522043944001536,Neutral,23
431522215491043328,Positive,23
431522629418500096,Negative,33
431522681243320320,Negative,33
431523154234601472,Negative,33
431523445395165184,Negative,7
431523576852647936,Negative,23
431523663922610176,Positive,7
431523853865459712,Positive,23
431523853865459712,Positive,33
431524453768790016,Neutral,23
431524674615644160,Neutral,33
431524674615644160,Neutral,23
431524926231937024,Neutral,23
431525286451363840,Neutral,33
431525853345091584,Positive,33
431526136380915712,Positive,7
431526401926529024,Neutral,23
431526401926529024,Positive,33
431526534357057536,Neutral,7
431526770257719296,Neutral,23
431526916265218048,Positive,23
431527221048520704,Neutral,33
431527221048520704,Neutral,23
431527373679652864,Neutral,23
431527373679652864,Neutral,33
431527754233053184,Negative,33
431527996025888768,Positive,33
431527996025888768,Neutral,33
431528273739546624,Positive,7
431528466635579392,Positive,23
431528466635579392,Positive,33
431528695938158592,Negative,7
431529111396577280,Positive,23
431529125237755906,Neutral,23
431529348689301504,Neutral,23
431529529891622912,Negative,23
431529677748846592,Positive,33
431529677748846592,Positive,33
431529877482000384,Positive,33
431530264322641920,Negative,7
431530624063905792,Positive,7
431531215955697664,Neutral,33
431531215955697664,Positive,23
431531295274184704,Neutral,23
431531447502270464,Negative,23
431531594013102082,Negative,33
431531935920570368,Positive,33
431532285905879041,Positive,33
431532675950981120,Neutral,7
431532826912370689,Neutral,33
431532826912370689,Neutral,23
431533056625614849,Positive,7
431533297685250048,Positive,33
431533297685250048,Neutral,23
431533580049989632,Neutral,23
431533675004841984,Neutral,23
431533814368980992,Neutral,23
431533955834064896,Negative,33
431534082548588544,Neutral,33
431534418122272768,Positive,33
431534433930608640,Negative,33
431534433930608640,Negative,7
431534580794163201,Neutral,23
431534680580423680,Positive,7
431534851502911489,Neutral,23
431535153681555456,Negative,33
431535153681555456,Neutral,23
431535446238433280,Neutral,23
431535469009305601,Neutral,33
431535639453253633,Positive,33
431535828922531840,Neutral,7
431537385944666112,Neutral,23
431537781853003776,Neutral,23
431537935465598977,Neutral,33
431538044705849344,Neutral,33
431538209068433408,Neutral,33
431538369508966400,Neutral,7
431538604134105088,Negative,7
431538738876121088,Positive,33
431538738876121088,Positive,23
431539173045325824,Neutral,23
431539557184835584,Positive,33
431539557184835584,Positive,33
431539872063815680,Negative,33
431539909254729729,Neutral,33
431540093913145344,Positive,33
431540769405812736,Neutral,23
431540870492717057,Positive,23
431540987848949761,Negative,23
431540987848949761,Negative,33
431541157022412800,Positive,23
431541216170487808,Negative,33
431541335406161920,Negative,33
431541953285849089,Positive,7
431542602186625024,Positive,7
431542640195010560,Negative,23
431542817278935040,Positive,23
431543351897112576,Negative,23
431543426593472512,Negative,23
431543426593472512,Negative,33
431543670421336064,Negative,33
431544094163484672,Neutral,33
431544223880728577,Negative,33
431544298773807104,Neutral,7
431544466415964160,Negative,23
431544656774844416,Negative,7
431545148896710656,Negative,23
431545212348137472,Positive,23
431545759486332928,Neutral,23
431546024919048192,Positive,33
431546071047630849,Neutral,33
431546166279696385,Negative,33
431546674230882304,Positive,7
431547097863966721,Neutral,33
431547097863966721,Negative,7
431547237404258304,Positive,23
431547538647560192,Neutral,23
431547538647560192,Negative,33
431547894358114304,Positive,23
431547936519258112,Positive,23
431548098377433088,Positive,33
431548379621900288,Neutral,33
431548516465672193,Negative,33
431548683067600896,Positive,7
431548908058456064,Neutral,33
431549007471837184,Neutral,33
431549007471837184,Negative,7
431549307901460480,Neutral,23
431549710541676546,Negative,23
431549901617782784,Neutral,23
431549901617782784,Neutral,33
431549914078658560,Negative,33
431550064356773891,Positive,33
431550064356773891,Neutral,33
431550149140434944,Negative,33
431550242534600704,Positive,7
431550836108701697,Positive,7
431551092342530048,Neutral,23
431551252078407680,Negative,23
431551252078407680,Negative,33
431551518387748864,Negative,23
431551648788656128,Positive,23
431551805202259968,Neutral,33
431551805202259968,Negative,33
431551986480062464,Neutral,33
431551986480062464,Negative,33
431552199164850177,Negative,33
431552384289214465,Positive,7
431552384289214465,Positive,33
431552528820744193,Negative,23
431552679920144384,Neutral,7
431552731011366912,Neutral,23
431552825215447041,Neutral,23
431553019558113280,Neutral,33
431553019558113280,Neutral,23
431553060339740672,Neutral,23
431553911363624960,Neutral,33
431554310384926720,Positive,33
431556064904216576,Positive,7
431556531918606336,Neutral,23
431557343457722368,Negative,23
431557904626642944,Neutral,23
431558323805360129,Neutral,33
431560032191528960,Neutral,33
431560178631462912,Positive,7
431560664734113792,Positive,7
431561268554924033,Neutral,23
431561268554924033,Neutral,33
431562241318871040,Neutral,23
431562756974575616,Neutral,23
431562756974575616,Positive,33
431563277370281984,Neutral,33
431563429003153408,Negative,33
431563672960258049,Neutral,33
431564502996623360,Positive,7
431564784451211264,Positive,23
431566862238109696,Negative,23
431567642265407488,Neutral,23
431570003402715136,Neutral,33
431571925186670592,Positive,7
431573442014740481,Positive,7
431575072256446465,Positive,23
431577017117843456,Negative,23
431578142369927169,Neutral,23
431579127213481984,Neutral,33
431580673489793024,Negative,33
431581593158057985,Neutral,33
431583678045904897,Negative,33
431587047552196609,Neutral,23
431599019849433088,Positive,33
431608749342883841,Positive,33
431608749342883841,Neutral,23
431612473100480512,Neutral,33
431612473100480512,Neutral,23
431632673023356928,Neutral,23
431632673023356928,Negative,33
431637594867109888,Positive,33
431641775191896066,Neutral,33
431644236878852097,Negative,33
431645570953121792,Positive,7
431655196633354240,Neutral,23
431656645392093184,Positive,7
431657598052761600,Neutral,23
431657598052761600,Neutral,33
431659819578445824,Neutral,23
431659819578445824,Negative,33
431660110461825024,Neutral,23
431660526952001536,Neutral,23
431660854023843840,Negative,33
431661127744122881,Neutral,33
431661377120649216,Neutral,33
431663753017696256,Positive,7
431664679245844480,Negative,23
431665981933768704,Neutral,7
431665981933768704,Negative,33
431666761218654208,Neutral,23
431668646189228032,Neutral,23
431669571712335872,Neutral,23
431669571712335872,Positive,33
431670103328186368,Positive,23
431670929681580032,Positive,33
431671405462450176,Positive,33
431671553265123328,Positive,33
431671734476234752,Negative,7
431671734476234752,Negative,33
431672269115760640,Positive,33
431673475560787968,Neutral,7
431673942349058048,Neutral,23
431674331413086208,Neutral,23
431675297914953728,Positive,33
431675297914953728,Positive,23
431676007658303488,Neutral,23
431676272834772993,Neutral,33
431676795436273664,Negative,33
431676795436273664,Negative,33
431679561260994560,Negative,33
431679561260994560,Negative,23
431680489972563968,Negative,7
431681201913331712,Neutral,23
431681409850548224,Neutral,23
431682025221677056,Neutral,33
431682025221677056,Negative,23
431683160162586624,Neutral,23
431683325179084801,Positive,33
431683472931827712,Positive,33
431683609972727808,Negative,33
431684202422366208,Neutral,23
431684467736862720,Negative,7
